text,text_en,cmp_code,eu_code,party_id,year,sentence_id,cmp_code_clean,frame (Abbie and Dee),frame(Mo and Sam),agreement_column
"Mehr Personal, mehr Befugnisse für Frontex.","More staff, more powers for Frontex.",601.2,,41521,2025,41521_2025_86182,601.2,security ,security,1
"Durch die Einführung eines Niederlassungsrechts sollen Migrantinnen und Migranten ein eigenständiges Aufenthaltsrecht bekommen, unabhängig vom Ehepartner und vom Bestand der Ehe","The introduction of a right of settlement is intended to give migrants an independent right of residence, irrespective of their spouse and the existence of the marriage",705.0,,41221,1998,41221_1998_104322,705,humanitarian ,humanitarian,1
Das zeigt auch der Einsatz vieler tausend freiwilliger Helferinnen und Helfer in der Flüchtlingshilfe.,This is also demonstrated by the commitment of many thousands of volunteers in refugee aid.,606.1,,41320,2017,41320_2017_10913,606.1,economic ,economic,1
"Diese Neuregelung wollen wir auch auf ausreisepflichtige Ausländer ausdehnen, denen die Ausreise auch zuzumuten ist, und auf alle illegal Eingereisten","We also want to extend this new regulation to foreigners who are obliged to leave the country and can reasonably be expected to do so, and to all illegal immigrants",605.0,,41521,1998,41521_1998_99618,605,security ,security,1
"15. Rückkehrpflichtige sollen eine handwerklich-praktische Grundausbildung erhalten können, die sie zum Wiederaufbau ihrer Heimat und zur dortigen Existenzgründung befähigt („fit for return“).","15. those who are obliged to return should be able to receive basic training in manual and practical skills that will enable them to rebuild their homeland and start a business there (""fit for return"").",601.2,,41953,2021,41953_2021_83859,601.2,humanitarian ,economic,0
Bildung und Migration,Education and migration,H,,41953,2021,41953_2021_84390,H,neutral ,neutral,1
"Wir setzen unsere Anstrengungen fort, damit die Zahl der nach Deutschland und Europa flüchtenden Menschen nicht nur dauerhaft niedrig bleibt, sondern sich weiter reduziert.","We are continuing our efforts to ensure that the number of people fleeing to Germany and Europe not only remains permanently low, but is further reduced.",601.2,,41521,2021,41521_2021_14710,601.2,security ,security,1
mit der solidarischen Aufnahme von Asylsuchenden aus den europäischen Flüchtlingshochburgen,"with the solidary acceptance of asylum seekers from European refugee strongholds,",503.0,,41113,2013,41113_2013_35749,503,humanitarian ,humanitarian,1
Dazu hat das neue Staatsangehörigkeitsrecht aus dem Jahre 2000 einen wichtigen Beitrag geleistet.,The new citizenship law of 2000 has made an important contribution to this.,608.0,,41320,2002,41320_2002_106404,608,cultural,cultural,1
"Wir wollen endlich die Ursachen der Fluchtbewegungen bekämpfen, in dem wir Waffenexporte verbieten","We want to finally fight the causes of the flight movements by banning arms exports,",412,,41223,2017,41223_2017_80955,412,security ,security,1
"Der Zugang zum Asylrecht ist ein fundamentales Recht, das für alle Schutzsuchenden gewährleistet sein muss.",Access to the right to asylum is a fundamental right that must be guaranteed for all those seeking protection.,201.2,,41912,2025,41912_2025_24084,201.2,humanitarian ,humanitarian,1
Unterbringung in zentralen Aufnahmeeinrichtungen für die Dauer des Asylverfahrens,Accommodation in central reception facilities for the duration of the asylum procedure,601.2,,41953,2025,41953_2025_1249,601.2,neutral ,neutral,1
Die Kirchen und viele christliche Basisinitiativen sind für uns vielfach wertvolle Verbündete z.B. im Kampf gegen die Ellenbogengesellschaft und für eine humane AusländerInnen- und Sozialpolitik,"The churches and many Christian grassroots initiatives are often valuable allies for us, e.g. in the fight against the elbow society and for a humane foreigner and social policy",606.0,,41113,1998,41113_1998_8428,606,cultural,cultural,1
und offene Grenzen für alle Menschen.,and open borders for all people.,602.2,,41223,2017,41223_2017_82541,602.2,humanitarian ,humanitarian,1
Das schließt viele Geflüchtete aus und es geht wertvolle Zeit verloren.,This excludes many refugees and valuable time is lost.,607.2,,41113,2017,41113_2017_57889,607.2,neutral,neutral,1
Geflüchtete Menschen müssen selbstbestimmt über ihre Ausgaben entscheiden dürfen.,Refugees must be allowed to make their own decisions about their expenses.,607.2,,41912,2025,41912_2025_24155,607.2,humanitarian ,humanitarian,1
"- Für eine kontrollierte Einwanderungspolitik ist die rasche Verabschiedung einer gesetzlichen Regelung zur Steuerung und Begrenzung der Zuwanderung, wie im Gesetzentwurf der Freien Demokraten vorgesehen, dringend erforderlich","- For a controlled immigration policy, the rapid adoption of a legal regulation to control and limit immigration, as provided for in the Free Democrats' bill, is urgently required Immigration",608.0,,41420,1998,41420_1998_51650,608,security ,security,1
Für traumatisierte Flüchtlinge und ihre Kinder brauchen wir spezielle Hilfseinrichtungen.,We need special support facilities for traumatized refugees and their children.,503,,41320,2017,41320_2017_10833,503,humanitarian ,humanitarian,1
"Wir werden der Fehlentwicklung entgegenwirken, dass nicht wenige türkische Eltern, die in Deutschland leben, ihre Kinder in der Türkei auf die Schule schicken, womit deren Integrationschancen dauerhaft beschädigt werden.","We will counteract the undesirable development that quite a few Turkish parents living in Germany send their children to school in Turkey, which permanently damages their chances of integration.",608.0,,41521,2002,41521_2002_53643,608,cultural,cultural,1
"Im Gegensatz zu SPD und Grünen, die deutsche Aussiedler willkürlich weitgehend von der Aufnahme ausschließen wollen, bekennen wir uns zur Geschichte aller Deutschen.","In contrast to the SPD and the Greens, who want to arbitrarily exclude German Aussiedler to a large extent, we are committed to the history of all Germans.",601.0,,41521,2002,41521_2002_53691,601,cultural,cultural,1
Ergänzend zu einem fairen Asylsystem wollen wir eine großzügige Aufnahme einer festgelegten Zahl besonders schutzbedürftiger Flüchtlinge (sogenanntes Resettlement).,"In addition to a fair asylum system, we want a generous admission of a fixed number of refugees in particular need of protection (so-called resettlement).",705.0,,41113,2013,41113_2013_34601,705,humanitarian ,humanitarian,1
"Für gut integrierte Schutzsuchende muss es die Möglichkeit eines Spurwechsels zur Einwanderung in den Arbeitsmarkt geben, wenn sie so qualifiziert sind, dass sie und ihre Familien von eigener Arbeit ohne Transferleistungen leben können.",Well-integrated people seeking protection must be given the opportunity to change track and migrate to the labor market if they are sufficiently qualified to enable them and their families to live from their own work without transfer payments.,602.2,,41420,2025,41420_2025_42252,602.2,economic ,economic,1
"Maßnahmen zur gezielten Förderung ausländischer Jugendlicher sollen verstärkt werden, damit eine bessere Integration in die Gesellschaft gelingen kann.",Measures to provide targeted support for foreign young people are to be stepped up so that they can be better integrated into society.,705.0,,41320,2002,41320_2002_105570,705,cultural,cultural,1
"- Die Dublin-II-Verordnung legt fest, in welchem Mitgliedsstaat ein Asylantrag gestellt werden kann, und ist faktisch eine Drittstaatenregelung.",- The Dublin II Regulation determines in which member state an asylum application can be filed and is in fact a third-country regulation.,705.0,,41223,2013,41223_2013_96069,705,neutral ,neutral,1
Für ein liberales Staatsangehörigkeitsrecht,For a liberal citizenship law,H,,41420,2021,41420_2021_62547,H,cultural,cultural,1
Asylsuchende und Geduldete in Ausbildung brauchen eine Aufenthaltserlaubnis für die gesamte Dauer der Berufsausbildung.,Asylum seekers and tolerated persons in training need a residence permit for the entire duration of the vocational training.,503,,41223,2017,41223_2017_82597,503,economic ,economic,1
Wir wollen auch geflüchtete Frauen besser vor Gewalt schützen.,We also want to better protect refugee women from violence.,605.1,,41320,2025,41320_2025_44468,605.1,humanitarian ,security,0
Zuwanderung muß kontrolliert und begrenzt werden,must be controlled and limited Immigration,608.0,,41420,1998,41420_1998_51651,608,security ,security,1
"Gilt dieses Prinzip in der Einbürgerungspraxis in Deutschland, wollen wir durch bilaterale Abkommen mit anderen Staaten die wechselseitige Akzeptanz stärken und prüfen, inwiefern der Vorschlag des Sachverständigenrates Deutscher Stiftungen für Integration und Migration für ein modernes Staatsangehörigkeitsrecht umsetzbar ist.","If this principle applies in naturalization practice in Germany, we want to strengthen mutual acceptance through bilateral agreements with other states and examine the extent to which the proposal of the Expert Council of German Foundations for Integration and Migration for a modern citizenship law can be implemented.",607.2,,41320,2017,41320_2017_11132,607.2,cultural,cultural,1
Der Familiennachzug muss sowohl Kindern als auch gleich- und andersgeschlechtlichen Lebenspartnerinnen und -partnern sowie Familienangehörigen zweiten Grades möglich sein.,Family reunification must be possible for children as well as for same-sex and opposite-sex partners and second-degree family members.,705.0,,41223,2009,41223_2009_73501,705,cultural,cultural,1
Wir Freie Demokraten begreifen die Verleihung der deutschen Staatsangehörigkeit als Ergebnis und Ziel einer gelungenen Integration in die deutsche Gesellschaft.,We Free Democrats understand the granting of German citizenship as the result and goal of successful integration into German society.,608.2,,41420,2021,41420_2021_62548,608.2,cultural,cultural,1
"Das Aufenthaltsrecht darf nicht vom Familienstatus, Deutschkenntnissen, einem Job oder dem Kontostand abhängig gemacht werden.","The right of residence must not be made dependent on family status, German language skills, a job or the balance of a bank account.",201.2,,41223,2017,41223_2017_82538,201.2,cultural,cultural,1
BÜNDNIS 90/DIE GRÜNEN wollen eine Europäisierung der Flüchtlingspolitik auf der Basis der Genfer Konvention,Alliance 90/The Greens want a Europeanization of refugee policy on the basis of the Geneva Convention,201.0,,41113,1998,41113_1998_8808,201,humanitarian ,humanitarian,1
Geflüchtete sollen bereits nach drei Monaten in Deutschland eine Arbeitserlaubnis bekommen.,Refugees should receive a work permit after only three months in Germany.,607.2,,41223,2017,41223_2017_80986,607.2,economic ,economic,1
Asylmissbrauch beenden 88,End asylum abuse 88,,,41953,2021,41953_2021_83016,,humanitarian ,humanitarian,1
"Alle Schutzsuchenden müssen möglichst schnell wissen, ob sie in Deutschland bleiben, ihre Familien zu sich holen und sich ein Leben aufbauen können.","All those seeking protection need to know as quickly as possible whether they can stay in Germany, bring their families to join them and build a life for themselves.",201.2,,41113,2017,41113_2017_57875,201.2,humanitarian ,humanitarian,1
"Um den Zuzug gewaltbereiter Ausländer zu unterbinden, werden wir die Regelanfrage bei Verfassungsschutz und Nachrichtendienst vor jeder Einbürgerung oder Erteilung eines dauerhaften Aufenthaltsrechts vorschreiben.","In order to prevent the influx of violent foreigners, we will make it mandatory to consult the Federal Office for the Protection of the Constitution and the intelligence service before naturalization or the granting of a permanent residence permit.",605.0,,41521,2002,41521_2002_53387,605,security ,security,1
"-   und die gesteuerte Einwanderung von Menschen aus dem Ausland, die in Deutschland im Gesundheitsbereich arbeiten möchten.",- and the controlled immigration of people from abroad who would like to work in the healthcare sector in Germany.,705.0,,41420,2013,41420_2013_25676,705,economic ,economic,1
Insbesondere wollen wir die Heraufsetzung der Handlungsfähigkeit in Asylverfahren von 16 auf 18 Jahre.,"In particular, we want the age of capacity to act in asylum procedures to be raised from 16 to 18.",705.0,,41113,2013,41113_2013_34647,705,humanitarian ,humanitarian,1
"Menschen, die in Deutschland aufgewachsen sind, hier ihren Lebensmittelpunkt haben und hier straffällig geworden sind, dürfen nicht abgeschoben werden, weil sie dadurch doppelt bestraft würden.","People who have grown up in Germany, have their center of life here and have committed crimes here must not be deported because this would punish them twice.",201.0,,41113,2002,41113_2002_67334,201,security ,security,1
"Einwanderer haben mitgeholfen, unser Land erfolgreich zu machen.",Immigrants have helped make our country successful.,607.0,,41320,2009,41320_2009_55217,607,economic ,economic,1
Das Einwanderungsrecht und Verdienstmöglichkeiten sind dafür wesentliche Faktoren.,Immigration law and earning opportunities are key factors in this.,411.0,,41320,2009,41320_2009_54879,411,economic ,economic,1
"Folgende Maßnahmen sind im Zuge dessen erforderlich: Bei der Ermessenseinbürgerung muss die einbürgernde Behörde im Rahmen von Einzelfallentscheidungen davon geleitet sein, dass nur solche Einbürgerungen vorzunehmen sind, durch die das Gemeinwesen durch Hinzufügung eines loyalen Neubürgers gestärkt wird.","The following measures are necessary in the course of this: In the case of discretionary naturalization, the naturalizing authority must be guided by the fact that only naturalizations that strengthen the community through the addition of a loyal new citizen should be carried out.",608.2,,41953,2025,41953_2025_1320,608.2,cultural,cultural,1
"Mit Rechtssicherheit und Durchsetzung von Flüchtlings-, Kinderrechtsund Europäischer Menschenrechtskonvention.","With legal certainty and enforcement of the Refugee Convention, the Convention on the Rights of the Child and the European Convention on Human Rights.",201.2,,41223,2021,41223_2021_41293,201.2,humanitarian ,humanitarian,1
Wir wollen gemeinsam mit unseren europäischen Partnern für mehr Ordnung und Kontrolle in der Migrationspolitik sorgen.,"Together with our European partners, we want to ensure greater order and control in migration policy.",601.2,,41420,2025,41420_2025_42264,601.2,security ,security,1
"Damit die Perspektive und Expertise derjenigen, die von Diskriminierung und struktureller Benachteiligung betroffen sind, gehört werden, sie als Gleichberechtigte die Möglichkeit zur vollen Teilhabe erhalten, wollen wir einen Partizipationsrat, ähnlich dem Deutschen Ethikrat, als ein gesetzlich verankertes und unabhängiges Gremium einführen, mit Vertreter*innen aus der (post-)migrantischen Zivilgesellschaft, Wissenschaft und Forschung, die die unterschiedlichen Dimensionen von Vielfalt abbilden.","To ensure that the perspectives and expertise of those who are affected by discrimination and structural disadvantage are heard, and that they are given the opportunity to participate fully as equals, we want to introduce a Participation Council, similar to the German Ethics Council, as a legally anchored and independent body with representatives from (post-)migrant civil society, academia and research, who represent the different dimensions of diversity.",503,,41113,2021,41113_2021_93089,503,cultural,cultural,1
"Falschangaben im Asylverfahren müssen künftig auch strafbar sein, wenn sie gegenüber dem Bundesamt für Migration und Flüchtlinge erfolgen.",False statements in the asylum procedure must also be punishable in the future if they are made to the Federal Office for Migration and Refugees.,605.1,,41521,2021,41521_2021_14728,605.1,security ,security,1
"Ob Grundbuchamt, Zoll oder Ausländerbehörde: Gute Institutionen zeichnen sich dadurch aus, dass sie die Vielfalt der Gesellschaft widerspiegeln.","Whether it's the land registry office, customs or the immigration office: Good institutions are characterized by the fact that they reflect the diversity of society.",607.0,,41113,2013,41113_2013_34524,607,cultural ,cultural,1
"Sicherer, schneller und bedarfsgerechter Schutz und qualifizierte Hilfe, zum Beispiel in Frauenhäusern und anderen Schutzräumen sowie Beratungsstellen, müssen den Betroffenen zugänglich sein – unabhängig von körperlichen Beeinträchtigungen, ihrem Aufenthaltsstatus oder ihrer Lebenssituation.","Safe, fast and needs-based protection and qualified help, for example in women's refuges and other shelters as well as counseling centers, must be accessible to those affected - regardless of physical impairments, their residence status or their living situation.",503,,41223,2017,41223_2017_81145,503,humanitarian ,humanitarian,1
"Deutschland ist ein Einwanderungsland, das heißt auch, immer mehr Menschen mit Migrationshintergrund werden pflegebedürftig.","Germany is an immigration country, which also means that more and more people with an immigrant background are in need of care.",607.0,,41113,2013,41113_2013_32862,607,cultural,humanitarian,0
"Um dies zu erreichen, muss die Meldepflicht öffentlicher Stellen an die Ausländerbehörden entfallen.","To achieve this, the obligation of public bodies to report to the foreigners authorities must be eliminated.",705.0,,41113,2009,41113_2009_5543,705,humanitarian ,humanitarian,1
Außerdem muss der Fachkräfteaustausch zwischen und innerhalb von Unternehmen durch Visa-Erleichterungen entbürokratisiert und ausgeweitet werden.,"In addition, the exchange of skilled workers between and within companies must be made less bureaucratic and expanded through visa facilitation.",107,,41420,2017,41420_2017_13257,107,economic ,economic,1
Opfer von Menschenhandel dürfen nicht einfach abgeschoben werden.,Victims of human trafficking must not simply be deported.,201.1,,41113,2017,41113_2017_58338,201.1,humanitarian ,humanitarian,1
"Schnellverfahren und Inhaftierung von Schutzsuchenden (ob in sogenannten Rückkehr-, Transit-, kontrollierten Zentren oder »Hotspots«) lehnen wir ab.","We reject fast-track procedures and detention of protection seekers (whether in so-called return, transit, controlled centers or ""hotspots"").",201.2,,41223,2021,41223_2021_40025,201.2,humanitarian ,humanitarian,1
Kriegsflüchtlinge sollen dabei nach Beendigung des Krieges in der Regel in ihr Heimatland zurückkehren.,"As a rule, war refugees are supposed to return to their home country after the war has ended.",201.2,,41420,2017,41420_2017_12719,201.2,security ,security,1
"Um die Potenziale junger Migrantinnen sichtbar zu machen, setzen wir uns ein für die Stärkung von Migrantinnennetzwerken, eine Erhöhung des Migrantinnenanteils im Öffentlichen Dienst und die erleichterte Anerkennung von Berufsabschlüssen, die nicht in Deutschland erworben wurden.","In order to make the potential of young migrant women visible, we advocate strengthening migrant women's networks, increasing the proportion of migrant women in the public sector, and facilitating the recognition of professional qualifications that were not acquired in Germany.",705.0,,41113,2009,41113_2009_6002,705,cultural,cultural,1
Das Grundrecht auf Asyl für individuell politisch Verfolgte ist für uns unantastbar.,The fundamental right to asylum for individual political persecutees is inviolable for us.,201.2,,41420,2017,41420_2017_12716,201.2,humanitarian ,humanitarian,1
und von Sprachnachweisen im Rahmen der Familienzusammenführung vor der Einreise absehen.,and refrain from requiring language certificates as part of family reunification prior to entry.,602.2,,41113,2025,41113_2025_20116,602.2,cultural,cultural,1
Die Bundesregierung muss ihre Blockadehaltung im Ministerrat bei einer Festschreibung menschenrechtlicher Mindeststandards in der EU-Flüchtlingspolitik aufgeben.,The German government must abandon its blocking position in the Council of Ministers regarding the establishment of minimum human rights standards in EU refugee policy.,201.0,,41221,2002,41221_2002_48171,201,humanitarian ,humanitarian,1
"Zum anderen sollen mindestens ein Viertel aller Einwanderungsbewilligungen aus humanitären Gründen ausgesprochen werden, denn wir wollen kein reines Arbeitsaufnahmegesetz","other hand, at least a quarter of all immigration permits should be issued for humanitarian reasons, because we do not want a law that merely accepts work",705.0,,41113,1998,41113_1998_8509,705,humanitarian ,humanitarian,1
– vor allem Hauptschüler*innen und Migrant*innen sind benachteiligt.,- lower secondary school pupils and migrants in particular are at a disadvantage.,503,,41223,2025,41223_2025_71909,503,cultural,cultural,1
"13. Jährliche Prüfung des Fortbestands von Asylgründen über zehn Jahre, da Asyl ein Recht auf Zeit ist und keine Anwartschaft auf dauerhafte Einwanderung begründet.","13. annual review of the continued existence of grounds for asylum over ten years, since asylum is a temporary right and does not establish any entitlement to permanent immigration.",601.2,,41953,2021,41953_2021_83857,601.2,security ,security,1
"Wir setzen uns darum für eine mobilitätsfreundliche Visapolitik ein, die z. B. Lernen und Arbeiten von Menschen aus Drittstaaten erleichtert.","We therefore advocate a mobility-friendly visa policy that facilitates, for example, learning and working for people from third countries.",107.0,,41952,2013,41952_2013_89285,107,economic ,economic,1
"So liegt z./ B./ dem europäischen Haftbefehl die gegenseitige Anerkennung zugrunde, mit der Folge, dass ein gegen einen Deutschen z./ B./ in Spanien oder Irland oder Dänemark wegen des Verdachts einer Straftat verhängter Haftbefehl von den Polizeibehörden und Gerichten in Deutschland ohne Prüfung akzeptiert werden muss, und der betroffene deutsche Bürger ausgeliefert wird.","For example, the European arrest warrant is based on mutual recognition, with the consequence that an arrest warrant issued against a German, for example, in Spain or Ireland or Denmark on suspicion of a criminal offense must be accepted by the police authorities and courts in Germany without examination, and the German citizen concerned is extradited.",110.0,,41420,2002,41420_2002_101570,110,security ,security,1
"Zivilgesellschaftliche Gruppen, die sich gegen Rassismus, Antisemitismus, Homo- und Transfeindlichkeit, Antiziganismus, antimuslimischen Rassismus und für mehr Demokratie engagieren, sowie Flüchtlingsräte, migrantische Verbände, selbstverwaltete Beratungsangebote und die Selbstorganisation von Migrant*innen wollen wir durch ein Demokratiefördergesetz stärken und endlich dauerhaft fördern (Kapitel 16)","We want to strengthen civil society groups that work against racism, anti-Semitism, homophobia and trans-hostility, antiziganism, anti-Muslim racism and for more democracy, as well as refugee councils, migrant associations, self-managed counselling services and the self-organization of migrants through a democracy promotion law and finally support them permanently (Chapter 16)",606.1,,41223,2025,41223_2025_72505,606.1,cultural,cultural,1
Keine Ausbeutung ausländischer Arbeitskräfte in der Pflege!,No exploitation of foreign workers in the care sector!,503,,41223,2025,41223_2025_70976,503,economic ,economic,1
"Eine Zuwanderung, die darauf gerichtet ist, die europäische Freizügigkeit zu missbrauchen und die sozialen Sicherungssysteme unseres Landes auszunutzen, lehnen wir ab.",We reject immigration aimed at abusing European freedom of movement and exploiting our country's social security systems.,601.0,,41521,2013,41521_2013_75941,601,security ,security,1
"Das sind in der Regel gesetzestreue, gut integrierte Zuwanderer mit festem Wohnsitz und in Arbeit oder Ausbildung.","As a rule, these are law-abiding, well-integrated immigrants with a permanent residence and in employment or training.",608.2,,41730,2025,41730_2025_21932,608.2,economic ,economic,1
- Schluss mit den Schikanen gegen Flüchtlinge!,- An end to the harassment of refugees!,503.0,,41223,2013,41223_2013_96887,503,humanitarian ,humanitarian,1
"Bis weit in die bürgerliche Mitte reichen die Vorwürfe, Flüchtlinge würden Betrug und Missbrauch betreiben.",Accusations of refugee fraud and abuse reach far into the bourgeois center.,705.0,,41223,2013,41223_2013_96878,705,security ,security,1
und kein Ersatzeinwanderungsrecht.,and not a substitute right of immigration.,601.2,,41521,2021,41521_2021_15039,601.2,neutral,neutral,1
"Ihre tatkräftige Unterstützung, wenn es um Seenotrettung und die Integration von Geflüchteten geht, ist ein wichtiger gesellschaftlicher Beitrag.",Their active support when it comes to sea rescue and the integration of refugees is an important social contribution.,602.2,,41113,2021,41113_2021_93170,602.2,humanitarian ,humanitarian,1
Die FDP tritt für eine entschiedene Bekämpfung des Menschenschmuggels und Frauenhandels ein.,The FDP advocates a decisive fight against human smuggling and trafficking in women.,605.0,,41420,2002,41420_2002_101074,605,humanitarian ,humanitarian,1
"Die entgegenstehende tägliche Anerkennungspraxis in Deutschland findet statt, obwohl durch die Grundgesetzreform diese Art der Immigration unterbunden werden sollte.",The opposing daily recognition practice in Germany takes place although the reform of the Basic Law was supposed to prevent this kind of immigration.,601.2,,41953,2017,41953_2017_45653,601.2,security ,security,1
Abschiebungen lehnen wir ab.,We reject deportations.,607.2,,41223,2017,41223_2017_82602,607.2,humanitarian ,humanitarian,1
"Für eine gezielte und gesteuerte Zuwanderung in den Arbeitsmarkt setzen wir weiterhin am Fachkräftebedarf von Mittelstand und Industrie an und berücksichtigen Qualifikation, Alter, Sprachkenntnisse, den Nachweis eines konkreten Arbeitsplatzangebotes und die Sicherung des Lebensunterhaltes.","For targeted and managed immigration into the labor market, we continue to focus on the skilled labor needs of SMEs and industry, taking into account qualifications, age, language skills, proof of a specific job offer and livelihood security.",602.2,,41521,2021,41521_2021_15036,602.2,economic ,economic,1
-   die Situation von Menschen ohne Aufenthaltsstatus im Bereich Gesundheit und faire Entlohnung schnell und eingehend überprüfen.,- quickly and thoroughly review the situation of people without residence status in the area of health and fair pay.,503.0,,41420,2013,41420_2013_27361,503,humanitarian ,humanitarian,1
"Es darf nicht sein, dass osteuropäische Betreuungskräfte durch den Verzicht auf Mindestlohn und Sozialleistungen pflegende Angehörige finanziell entlasten und den deutschen Pflegenotstand abfedern!",Eastern European caregivers must not be allowed to relieve the financial burden on family caregivers and cushion the German care crisis by foregoing minimum wages and social benefits!,701,,41223,2021,41223_2021_37340,701,economic ,economic,1
und schütztFlüchtlinge.,and protects refugees.,705.0,,41113,2013,41113_2013_34683,705,humanitarian ,humanitarian,1
"Wir werden die Fluchtursachen, nicht die Geflüchteten bekämpfen.","We will fight the causes of flight, not the refugees.",201.2,,41223,2021,41223_2021_41341,201.2,humanitarian ,humanitarian,1
"Die Trennung in „Inländer“ und „Ausländer“ ist institutionalisiert in Gesetzen, und sie prägt die Gesellschaft und ihre Einrichtungen.","The division into ""nationals"" and ""foreigners"" is institutionalized in laws, and it shapes society and its institutions.",705.0,,41113,2002,41113_2002_67061,705,cultural,cultural,1
Wir hingegen sehen die Mehrsprachigkeit auch bei Jugendlichen mit Migrationshintergrund als ein Qualifikationsmerkmal.,"We, on the other hand, see multilingualism as a qualifying characteristic even among young people with an immigrant background.",607.2,,41223,2017,41223_2017_80541,607.2,cultural,cultural,1
"Alle Menschen, die ein dauerhaftes Aufenthaltsrecht und ausreichende Deutschkenntnisse haben, sollen schneller einen Anspruch auf die deutsche Staatsangehörigkeit haben.",All people who have a permanent right of residence and sufficient knowledge of German should be entitled to German citizenship more quickly.,607.2,,41113,2017,41113_2017_58014,607.2,cultural,cultural,1
sowie für die Integration von Ausländern zu begründen.,and for the integration of foreigners.,608.0,,41420,2002,41420_2002_101157,608,neutral ,cultural,0
Wirksame Bekämpfung der Ausländerkriminalität 75,Effectively combating crime against foreigners 75,,,41953,2021,41953_2021_83005,,humanitarian ,humanitarian,1
"Zudem braucht es eine rechtliche Verankerung des Schutzes von Umwelt- und Klimaflüchtlingen in der EU und weltweit, aufbauend auf bereits bestehenden lokalen und regionalen Initiativen sowie Entschlüssen der internationalen Gemeinschaft auf VN-Ebene.","In addition, the protection of environmental and climate refugees needs to be legally anchored in the EU and globally, building on existing local and regional initiatives as well as resolutions of the international community at the UN level.",705.0,,41113,2013,41113_2013_35639,705,humanitarian ,humanitarian,1
"Wir wollen mithelfen, die Auswanderungsursachen in den Herkunftsländern zu besei­tigen",We want to help eliminate the causes of emigration in the countries of origin,107.0,,41521,1998,41521_1998_99624,107,security ,security,1
"Wer in Deutschland geboren wird, ist deutsch, wenn sich ein Elternteil hier legal aufhält.",A person born in Germany is German if one parent resides here legally.,607.2,,41113,2017,41113_2017_58011,607.2,cultural,cultural,1
Nur staatliche Verfolgung darf einen Anspruch auf Asyl und Aufenthalt auslösen.,Only state persecution may give rise to a claim to asylum and residence.,601.0,,41521,2002,41521_2002_53605,601,security ,security,1
Wir haben mit dem Einwanderungsgesetz die Regeln verbessert.,We have improved the rules with the Immigration Act.,602.2,,41420,2025,41420_2025_42232,602.2,neutral ,neutral,1
Nach wie vor sind nicht-deutsche Jugendliche an den Hauptschulen überproportional vertreten und an Realschulen sowie Gymnasien stark unterrepräsentiert.,Non-German youths continue to be disproportionately represented at Hauptschulen and severely underrepresented at Realschulen and Gymnasien.,705.0,,41113,2002,41113_2002_67065,705,cultural,cultural,1
"Deswegen fordern wir, die Dublin-III-Verordnung durch einen fairen Verteilungsschlüssel zu ersetzen.",That is why we are calling for the Dublin III Regulation to be replaced by a fair distribution key.,108,,41420,2017,41420_2017_13398,108,humanitarian ,neutral,0
"Die Folge ist, dass immer mehr Menschen wegen besserer Bildungs-, Berufs- und Lebensgestaltungsmöglichkeiten in die großen Städte und Ballungsräume ziehen und die, die bleiben, im Durchschnitt immer älter werden.","As a result, more and more people are moving to the big cities and metropolitan areas because of better educational, career and lifestyle opportunities, and those who stay are getting older on average.",503.0,,41113,2013,41113_2013_35345,503,cultural,cultural,1
"Wenn es aussichtslos ist, Erwerbsarbeit zu finden, wenn das Einkommen entwürdigend ist, wenn Menschen mit Behinderung oder Asylsuchende gleich mehrfach benachteiligt werden – wenn Existenzangst und Perspektivlosigkeit zum Alltag geworden sind, dann hat die Politik versagt.","When it is hopeless to find gainful employment, when the income is degrading, when people with disabilities or asylum seekers are disadvantaged in multiple ways - when existential fear and a lack of prospects have become part of everyday life, then politics has failed.",305.0,,41223,2013,41223_2013_94648,305,economic ,economic,1
Deutschland ist ein Einwanderungsland.,Germany is a country of immigration.,607.0,,41320,2009,41320_2009_55230,607,cultural,cultural,1
Ein allgemeines kommunales Wahlrecht für Ausländer lehnen wir ab.,We reject a general right to vote for foreigners in municipal elections.,0.0,,41521,2013,41521_2013_75912,0,security ,cultural,0
"Jede kriminelle Handlung ist eine Grenzübertretung, die Folgen für den Täter haben muss.",Every criminal act is a border violation that must have consequences for the perpetrator.,605.0,,41420,2009,41420_2009_49289,605,security ,security,1
"Eine Absenkung der schulischen und beruflichen Anforderungen, um Einwanderung die Anpassung an das hiesige Bildungsniveau und den Zugang zum Arbeitsmarkt zu erleichtern, darf es nicht geben.",There must be no lowering of educational and vocational requirements to make it easier for immigrants to adapt to the level of education here and to gain access to the labor market.,608.1,,41953,2017,41953_2017_45677,608.1,economic ,economic,1
"Wo waren denn eigentlich die schleswig-holsteinischen Bundestagsabgeordneten, als Deutschland und Dänemark während der Coronapandemie die Grenzen schlossen, ohne sich miteinander abzustimmen?",Where were the Schleswig-Holstein members of parliament when Germany and Denmark closed their borders during the corona pandemic without coordinating with each other?,305.1,,41912,2021,41912_2021_77426,305.1,security ,security,1
IV. WIR SCHÜTZEN GEFLÜCHTETE UND BEKÄMPFEN FLUCHT URSACHEN,IV. WE PROTECT REFUGEES AND FIGHT THE CAUSES OF FLIGHT,H,,41113,2017,41113_2017_57734,H,security ,security,1
